<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ING,D,20160616,000000,114.76,116.65,113.85,116.65,83686,0
ING,D,20160617,000000,116.55,121.3,115.7,117.59,72508,0
ING,D,20160620,000000,118.45,118.45,115.75,117.59,25613,0
ING,D,20160621,000000,118.12,118.12,116.65,116.65,5526,0
ING,D,20160622,000000,117.89,121,116.88,119.97,4007,0
ING,D,20160623,000000,120.88,125.56,119.07,123.58,13895,0
ING,D,20160624,000000,113.85,117.55,113.85,116.36,39413,0
ING,D,20160627,000000,118.55,118.55,113.71,114.04,4707,0
ING,D,20160628,000000,114.04,119.49,114.04,117.12,4916,0
ING,D,20160629,000000,121.2,121.2,116.88,116.88,4108,0
ING,D,20160630,000000,119.12,119.12,114.42,117.07,7280,0
ING,D,20160701,000000,116.75,120.92,116.75,120.92,11363,0
ING,D,20160704,000000,120.92,120.92,116.41,117.02,4850,0
ING,D,20160705,000000,117.59,119.02,117.32,117.59,19301,0
ING,D,20160706,000000,118.55,118.55,115.7,116.55,4750,0
ING,D,20160707,000000,116.65,119.97,116.65,117.59,22205,0
ING,D,20160708,000000,117.27,119.3,117.27,118.55,22933,0
ING,D,20160711,000000,119.4,119.4,118.55,119.16,30614,0
ING,D,20160712,000000,119.21,120.01,118.73,120.01,24910,0
ING,D,20160713,000000,120.44,120.44,118.59,118.97,13709,0
ING,D,20160714,000000,119.45,119.49,118.21,118.97,12046,0
ING,D,20160715,000000,118.78,118.88,117.59,117.89,14929,0
ING,D,20160718,000000,118.93,120.44,118.93,120.16,3744,0
ING,D,20160719,000000,120.16,120.16,119.59,120.16,10929,0
ING,D,20160720,000000,120.16,123.01,120.16,121.1,7728,0
ING,D,20160721,000000,120.88,121.87,119.78,120.44,6979,0
ING,D,20160722,000000,119.59,123.95,119.59,121.57,14870,0
ING,D,20160725,000000,121.52,123.15,119.69,120.92,6016,0
ING,D,20160726,000000,120.44,122.62,120.44,122.54,28905,0
ING,D,20160727,000000,123.1,123.28,122.34,122.76,117341,0
ING,D,20160728,000000,123.95,125.18,121.87,125.09,8415,0
ING,D,20160729,000000,125.23,126.61,125.18,125.65,10342,0
ING,D,20160801,000000,124.33,124.38,121.3,122.34,2447,0
ING,D,20160802,000000,123.76,128.03,123.76,127.56,21334,0
ING,D,20160803,000000,128.03,128.7,126.42,128.18,10477,0
ING,D,20160804,000000,128.5,129.87,128.5,129.74,10193,0
ING,D,20160805,000000,129.74,132.67,128.98,132.67,13570,0
ING,D,20160808,000000,130.02,134.67,130.02,133.9,8781,0
ING,D,20160809,000000,133.72,136.04,133.2,135.14,14905,0
ING,D,20160810,000000,134.67,136.57,134.2,136.57,30147,0
ING,D,20160811,000000,136.85,137.04,135.51,136.08,24695,0
ING,D,20160812,000000,137,137.51,136.95,137.32,177585,0
