<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
STX,D,20190220,000000,3.0175,3.0552,3.0175,3.0478,158531,0
STX,D,20190221,000000,3.0327,3.0478,3.0252,3.0478,188163,0
STX,D,20190222,000000,3.0478,3.1006,3.0252,3.0931,472559,0
STX,D,20190225,000000,3.0931,3.1231,3.0628,3.0628,110270,0
STX,D,20190226,000000,3.0931,3.0931,3.0024,3.01,174921,0
STX,D,20190227,000000,3.0175,3.0252,2.9648,2.995,205171,0
STX,D,20190228,000000,2.9874,3.01,2.9799,2.9874,58212,0
STX,D,20190301,000000,3.0024,3.0024,2.9572,2.995,149049,0
STX,D,20190304,000000,2.9874,2.995,2.9648,2.9874,45492,0
STX,D,20190305,000000,2.9874,3.01,2.9723,2.9723,78046,0
STX,D,20190306,000000,2.9723,2.9874,2.9723,2.9799,44249,0
STX,D,20190307,000000,2.9648,2.9874,2.9648,2.9723,67260,0
STX,D,20190308,000000,2.9761,3.0175,2.9648,2.9836,123460,0
STX,D,20190311,000000,2.9836,3.0741,2.9836,3.0515,247007,0
STX,D,20190312,000000,3.0175,3.0855,3.0175,3.044,45007,0
STX,D,20190313,000000,3.0478,3.0628,3.0478,3.0628,87398,0
STX,D,20190314,000000,3.0628,3.0779,3.0213,3.0478,23999,0
STX,D,20190315,000000,3.0252,3.0779,3.0252,3.0779,45342,0
STX,D,20190318,000000,3.0931,3.1231,3.0552,3.0552,200915,0
STX,D,20190319,000000,3.0552,3.0779,3.0175,3.0327,161060,0
STX,D,20190320,000000,3.0327,3.0478,3.0175,3.0252,61003,0
STX,D,20190321,000000,3.0327,3.0327,3.01,3.0175,61270,0
STX,D,20190322,000000,3.0327,3.0478,2.9195,2.9572,272692,0
STX,D,20190325,000000,2.9572,2.9799,2.9496,2.9572,28450,0
STX,D,20190326,000000,3.0024,3.01,2.9723,2.9799,65304,0
STX,D,20190327,000000,3.0175,3.0175,2.9723,2.9723,80951,0
STX,D,20190328,000000,3.01,3.01,2.9572,2.9723,61454,0
STX,D,20190329,000000,2.9723,3.0327,2.9723,3.0327,84372,0
STX,D,20190401,000000,3.0552,3.0931,3.0515,3.0892,69429,0
